#---------------------------------------------------------------------------------------------------------------
#     NAME                    P0                                     P1                               P1_I
#                             (s)
#---------------------------------------------------------------------------------------------------------------

1356  J1845-0316   lkm+00     0.2076357201             1  lkm+00     8.86E-15           6  lkm+00     *
1357  B1842-04     cjlm87     0.4867507986             4  hlk+04     1.1326E-14         3  hlk+04     *
1358  J1845-0545   hfs+04     1.09234815284            5  hfs+04     1.343E-14          3  hfs+04     *
1359  J1845+0623   lfl+06     1.42165378409            7  lfl+06     5.46E-16           7  lfl+06     *
1360  J1845-0635   eklk13     0.34052764699            2  eklk13     4.491E-15          8  eklk13     *

1361  J1845-0743   kbm+03     0.104694545163           5  kbm+03     3.666E-16         11  kbm+03     *
1362  J1845-0826   lfl+06     0.634354346767          17  lfl+06     9.353E-15          3  lfl+06     *
1363  J1845-1114   lfl+06     0.2062199811321         13  lfl+06     2.00552E-15       13  lfl+06     *
1364  J1845-1351   lfl+06     2.61891846726            6  lfl+06     9.723E-15          8  lfl+06     *
1365  J1846+0051   hfs+04     0.434372879784          16  hfs+04     1.1226E-14         3  hfs+04     *

1366  J1846-0749   lfl+06     0.350109572852           4  lfl+06     1.2616E-15         4  lfl+06     *
1367  J1846-07492  kel+09     0.861379642641          15  kel+09     5.187E-15          3  kel+09     *
1368  J1846-7403   jbo+09     4.8788385261             5  jbo+09     6.06E-15          10  jbo+09     *
1369  J1847-0130   msk+03     6.7070457241             9  hfs+04     1.2749E-12         3  hfs+04     *
1370  B1844-04     dlp70      0.597769151294           3  hlk+04     5.1707239E-14     18  hlk+04     *

1371  J1847-0427   ncb+15     0.25924664288            2  ncb+15     5.9E-18            5  ncb+15     *
1372  J1847-0438   mhl+02     0.95799116473            3  mhl+02     1.0933E-14         9  mhl+02     *
1373  J1847-0443   hfs+04     0.340832130441          14  hfs+04     2.83E-17           4  hfs+04     *
1374  J1847-0605   mhl+02     0.778164353310          19  mhl+02     4.645E-15          7  mhl+02     *
1375  J1848-0023   hfs+04     0.53762373255            9  hfs+04     1.610E-15         18  hfs+04     *

1376  J1848-0055   hfs+04     0.27455668472            7  hfs+04     1.35E-15           3  hfs+04     *
1377  B1845-01     smb71      0.65943205053            3  hlk+04     5.25182E-15       14  hlk+04     *
1378  J1848+0351   nab+13     0.191442663494           2  nab+13     0.0673E-15         1  nab+13     *
1379  J1848-0511   hfs+04     1.6371290072             6  hfs+04     8.863E-15         11  hfs+04     *
1380  J1848-0601   lfl+06     0.225004475404           4  lfl+06     2.871E-16          4  lfl+06     *

1381  J1848+0604   lxf+05     2.21860264699            3  lxf+05     3.736E-15          6  lxf+05     *
1382  J1848+0647   fcwa95     0.5059567391             2  lwf+04     8.7516E-15         1  lwf+04     *
1383  J1848+0826   nft95      0.32866472679            2  cn95       2.721E-16          6  cn95       *
1384  J1848-1150   lfl+06     1.31221843801            3  lfl+06     1.434E-15          3  lfl+06     *
1385  J1848-1414   mld+96     0.297769547307           3  hlk+04     1.409E-17          3  hlk+04     *

1386  B1845-19     mlt+78     4.30818959857            4  hlk+04     2.328195E-14      17  hlk+04     *
1387  J1849-0040   hfs+04     0.67248060717           14  hfs+04     1.114E-14          4  hfs+04     *
1388  J1849+0127   mhl+02     0.54215548135            9  mhl+02     2.797E-14          6  mhl+02     *
1389  J1849-0317   mhl+02     0.66840782878            4  mhl+02     2.2030E-14        18  mhl+02     *
1390  J1849+0409   lfl+06     0.761194081655          11  lfl+06     2.15864E-14       12  lfl+06     *

1391  J1849-0614   hfs+04     0.95338418817            3  hfs+04     5.3889E-14         6  hfs+04     *
1392  B1846-06     dls72      1.451319471078          11  hlk+04     4.623982E-14      11  hlk+04     *
1393  J1849+2423   mca00      0.27564149867101         7  clm+05     0.152582E-15       4  clm+05     *
1394  J1850-0006   kel+09     2.1914979680             5  kel+09     4.32E-15           5  kel+09     *
1395  J1850-0026   kel+09     0.1666339242514         20  kel+09     39.1017E-15       20  kel+09     *

1396  J1850+0026   mhl+02     1.08184378189            3  mhl+02     3.59E-16          11  mhl+02     *
1397  J1850-0031   hfs+04     0.73418485978           10  hfs+04     1.263E-15          6  hfs+04     *
1398  J1850+0423   nab+13     0.290716217162           3  nab+13     0.0914E-15         2  nab+13     *
1399  B1848+13     stwd85     0.3455818980725          4  hlk+04     1.492424E-15       4  hlk+04     1.49e-15
1400  J1851-0029   kel+09     0.518721435025           9  kel+09     4.7386E-15        11  kel+09     *

1401  J1851-0053   hfs+04     1.40906524128           16  hfs+04     8.7E-16            8  hfs+04     *
1402  J1851-0114   lfl+06     0.95318168518            4  lfl+06     2.483E-15          4  lfl+06     *
1403  J1851+0118   hfs+04     0.90697686069           14  hfs+04     1.36705E-13        9  hfs+04     *
1404  J1851-0241   hfs+04     0.43519385185            4  hfs+04     7.963E-15          3  hfs+04     *
1405  B1848+04     bbf84      0.284697472498           3  hlk+04     1.089018E-15      17  hlk+04     *

1406  B1848+12     stwd85     1.20530328456           11  hlk+04     1.15199E-14        8  hlk+04     *
1407  J1852+0008   hfs+04     0.467894113075          20  hfs+04     5.679E-15          7  hfs+04     *
1408  J1852+0013   hfs+04     0.95775094505            5  hfs+04     1.4034E-14        12  hfs+04     *
1409  B1849+00     cjlm87     2.18019517754           15  hlk+04     9.69549E-14       15  hlk+04     *
1410  J1852-0118   hfs+04     0.45147285265            3  hfs+04     1.757E-15         11  hfs+04     *

1411  J1852-0127   hfs+04     0.42897892562            3  hfs+04     5.149E-15          8  hfs+04     *
1412  J1852+0305   mhl+02     1.3261485670             8  mhl+02     1.0E-16           53  mhl+02     *
1413  J1852-0635   hfs+04     0.52415088472           14  hfs+04     1.464E-14          5  hfs+04     *
1414  J1852-2610   mld+96     0.3363371316200          6  hlk+04     8.7706E-17         6  hlk+04     *
1415  J1853-0004   hfs+04     0.1014357461981         14  hfs+04     5.5745E-15         5  hfs+04     *

1416  J1853+0011   hfs+04     0.397881893633          12  hfs+04     3.35381E-14       16  hfs+04     *
1417  J1853+0056   mhl+02     0.27557759958            6  mhl+02     2.139E-14          4  mhl+02     *
1418  J1853+0505   hfs+04     0.90513735425            3  yws+15     1.28061E-15       17  yws+15     *
1419  J1853+0545   kbm+03     0.12640033324309        16  ywml10     6.124816E-16      16  ywml10     *
1420  J1853-0649   lbr+13     1.048132105087          54  lbr+13     1.548E-15         44  lbr+13     *

1421  J1853+0853   lfl+06     3.9146579157             5  lfl+06     5.13E-15           7  lfl+06     *
1422  J1854+0317   eklk13     1.3664496471             2  eklk13     1.85E-15          16  eklk13     *
1423  B1852+10     sstd86     0.573196989078          20  hlk+04     6.3887E-16        17  hlk+04     *
1424  B1851-14     mlt+78     1.146594847118          14  hlk+04     4.16118E-15       10  hlk+04     *
1425  J1855+0205   nab+13     0.2468167699732          9  nab+13     0.06466E-15        7  nab+13     *

1426  J1855+0307   hfs+04     0.84534757461            4  hfs+04     1.8110E-14        10  hfs+04     *
1427  J1855+0422   mhl+02     1.6781063295             3  mhl+02     9.3E-16            9  mhl+02     *
1428  J1855+0527   kel+09     1.39348448168            8  kel+09     267.207E-15        8  kel+09     *
1429  J1855+0700   hfs+04     0.258684648071           7  hfs+04     7.516E-16          6  hfs+04     *
1430  J1855-0941   ebvb01     0.34540115992            4  ebvb01     2.40E-16           3  ebvb01     *

1431  J1856+0102   hfs+04     0.620217115135          20  hfs+04     1.222E-15          3  hfs+04     *
1432  B1853+01     wcd91      0.26743960987            7  hlk+04     2.083598E-13       6  hlk+04     *
1433  J1856+0245   hng+08     0.08090668906            4  nab+13     62.117E-15         4  nab+13     *
1434  J1856+0404   mhl+02     0.42025215518            9  mhl+02     3.7E-17           57  mhl+02     *
1435  J1856-0526   lfl+06     0.370483417429           7  lfl+06     1.6975E-15         9  lfl+06     *

1436  B1854+00     moh83      0.356928998022           4  hlk+04     5.459E-17          3  hlk+04     *
1437  J1857+0143   hfs+04     0.139760064515           4  hfs+04     3.11674E-14       12  hfs+04     *
1438  J1857+0210   mhl+02     0.63098305833            6  mhl+02     1.4034E-14        20  mhl+02     *
1439  B1855+02     cl86       0.415823055263           7  hlk+04     4.027190E-14       6  hlk+04     *
1440  J1857+0526   kbm+03     0.349951177522           4  kbm+03     6.9311E-15         8  kbm+03     *

1441  J1857+0809   hfs+04     0.502923870516          13  hfs+04     4.7374E-15         8  hfs+04     *
1442  J1857-1027   ebvb01     3.6872190477             3  ebvb01     1.055E-14          6  ebvb01     *
1443  J1858+0215   mhl+02     0.7458280320             3  mhl+02     4.61E-15           9  mhl+02     *
1444  J1858+0241   hfs+04     4.6932329333            12  hfs+04     2.432E-14          9  hfs+04     *
1445  J1858+0346   nab+13     0.256843797950           5  nab+13     2.0401E-15         4  nab+13     *

1446  J1858-0736   kek+13     0.551058591              2  kek+13     5.06E-15           7  kek+13     *
1447  J1859+0601   hfs+04     1.04431270179           15  hfs+04     2.551E-14          4  hfs+04     *
1448  J1859+1526   nft95      0.933971582308          19  cn95       3.9255E-15         6  cn95       *
1449  J1900-0051   hfs+04     0.385194094862           6  hfs+04     1.421E-16          9  hfs+04     *
1450  J1900+0227   mhl+02     0.37426157516            3  mhl+02     5.705E-15         12  mhl+02     *

1451  J1900+0634   hfs+04     0.389869101178          20  hfs+04     5.125E-15          5  hfs+04     *
1452  B1857-26     vl70       0.6122092044383          7  hlk+04     2.04534E-16        5  hlk+04     2.02e-16
1453  B1851-79     mlt+78     1.2791931935             6  nmc81      1.86E-15           3  nmc81      *
1454  J1901+0124   hfs+04     0.318817259335          11  hfs+04     3.241E-15          4  hfs+04     *
1455  B1859+01     stwd85     0.2882191593441         10  hlk+04     2.357457E-15      11  hlk+04     *

1456  J1901+0254   hfs+04     1.2996934495             3  hfs+04     4.6E-16           11  hfs+04     *
1457  J1901-0312   hfs+04     0.355725186569          14  hfs+04     2.292E-15          6  hfs+04     *
1458  J1901-0315   lfl+06     0.80169309688           11  lfl+06     2.57E-15           4  lfl+06     *
1459  J1901+0320   hfs+04     0.63658447822            8  hfs+04     5.2E-16            3  hfs+04     *
1460  B1859+03     dlp70      0.65545023949            4  hlk+04     7.4593E-15         4  hlk+04     *

1461  J1901+0355   hfs+04     0.55475646483            3  hfs+04     1.2741E-14        10  hfs+04     *
1462  J1901+0413   mhl+02     2.6630796830             8  mhl+02     1.316E-13          3  mhl+02     *
1463  J1901+0435   lfl+06     0.6905763581             3  lfl+06     8.67E-15           3  lfl+06     *
1464  J1901+0510   hfs+04     0.61475669408           12  hfs+04     3.110E-14          4  hfs+04     *
1465  J1901+0621   cfl+06     0.83200194892            5  lfl+06     1.8E-17            3  lfl+06     *

1466  B1859+07     cjlm87     0.64399866351            4  hlk+04     2.2872E-15         3  hlk+04     *
1467  J1901-0906   lml+98     1.781927762343           5  hlk+04     1.63829E-15        5  hlk+04     *
1468  J1901+1306   nft95      1.8308574530             2  cn95       1.31E-16          11  cn95       *
1469  J1901-1740   ebvb01     1.95685759005           16  ebvb01     8.23E-16          16  ebvb01     *
1470  J1902+0248   hfs+04     1.22377745359           17  hfs+04     2.41E-15           3  hfs+04     *

1471  J1902-0340   hfs+04     1.5246721060             4  hfs+04     2.00E-15          17  hfs+04     *
1472  B1900+05     ht74       0.7465773564336         17  hlk+04     1.2875167E-14     12  hlk+04     *
1473  B1900+06     lh81       0.673503316930          10  ywml10     7.7127E-15         5  ywml10     7.71e-15
1474  J1902+0723   nft95      0.4878126283             2  cn95       2.10E-16           5  cn95       *
1475  B1900+01     dls73      0.729303862273           6  hlk+04     4.03305E-15        4  hlk+04     *

1476  J1903-0258   lfl+06     0.301458774079           6  lfl+06     6.791E-16          6  lfl+06     *
1477  J1903+0601   hfs+04     0.374117028251           5  hfs+04     1.92039E-14        3  hfs+04     *
1478  B1900-06     dls72      0.43188708466            6  hlk+04     3.4014E-15         3  hlk+04     *
1479  J1903-0848   blr+13     0.88732464056            4  blr+13     1.330E-15          2  blr+13     *
1480  J1903+0925   lfl+06     0.35715482026            9  lfl+06     3.6899E-14        13  lfl+06     *

1481  J1903+2225   nft95      0.65118538418           14  cn95       4.45E-16          10  cn95       *
1482  J1904+0004   mld+96     0.1395246286237         10  hlk+04     1.18058E-16       10  hlk+04     *
1483  J1904-0150   lfl+06     0.379387161967           6  lfl+06     8.898E-16          8  lfl+06     *
1484  J1904+0451   skl+15     0.006092367929630        4  skl+15     5.7E-21            3  skl+15     *
1485  J1904+0738   cfl+06     0.2089583321216          2  nab+13     0.410898E-15       7  nab+13     *

1486  J1904+0800   kbm+03     0.263344725870           9  kbm+03     1.7317E-14         3  kbm+03     *
1487  B1901+10     ht75b      1.85656971650            7  lcx02      2.76E-16           8  lcx02      *
1488  J1904-1224   lml+98     0.750808122380           3  hlk+04     7.4236E-16         3  hlk+04     *
1489  B1902-01     stwd85     0.643181259558           3  hlk+04     3.05164E-15        3  hlk+04     3.05e-15
1490  J1905+0400   hfs+04     0.0037844047882356       3  gsf+11     4.9052E-21        15  gsf+11     4.08e-21

1491  J1905+0600   hfs+04     0.441209731966          18  hfs+04     1.1123E-15        10  hfs+04     *
1492  J1905+0616   lxf+05     0.989706023196           7  lxf+05     135.232E-15        1  lxf+05     *
1493  B1903+07     cl86       0.64804005430            7  hlk+04     4.9416E-15         6  hlk+04     *
1494  J1905+0902   cfl+06     0.2182529126846          9  nab+13     3.49853E-15        8  nab+13     *
1495  J1906+0414   lfl+06     1.043361628655           9  lfl+06     1.1461E-14         9  lfl+06     *

1496  B1904+06     cl86       0.2672750082591          5  hlk+04     2.135599E-15       4  hlk+04     2.14e-15
1497  J1906+0649   hfs+04     1.28656437956           10  hfs+04     1.52E-16           5  hfs+04     *
1498  J1906+0912   mhl+02     0.77534458995            5  mhl+02     1.32E-16          19  mhl+02     *
1499  J1906+1854   nft95      1.01909277135            8  cn95       2.054E-16         19  cn95       *
1500  J1907+0249   hfs+04     0.351879439822          20  hfs+04     1.135E-15          4  hfs+04     *

1501  J1907+0345   hfs+04     0.240153263208           5  hfs+04     8.222E-15          3  hfs+04     *
1502  J1907+0534   mhl+02     1.1384027132             6  mhl+02     3.15E-15          12  mhl+02     *
1503  J1907+0602   aaa+09c    0.106632746266           5  rkp+11     8.68208E-14        3  rkp+11     *
1504  J1907+0731   hfs+04     0.363676330005          12  hfs+04     1.8416E-14         4  hfs+04     *
1505  J1907+0740   mhl+02     0.574697951954          17  mhl+02     6.71E-16           7  mhl+02     *

1506  J1907+0918   lx00       0.2261071099878          6  lx00       9.42955E-14        4  lx00       *
1507  J1907+1149   lfl+06     1.42016034143           17  lfl+06     1.5979E-13         3  lfl+06     *
1508  B1904+12     ht75b      0.82709737059            3  lcx02      1.948E-15          4  lcx02      *
1509  J1907-1532   bbb+12     0.63223532885            4  bbb+12     3.084E-15          2  bbb+12     *
1510  B1905+39     dth78      1.235757452781           3  hlk+04     5.40707E-16       20  hlk+04     5.39e-16

1511  J1908+0457   zcwl96     0.8467928462             4  zcwl96     9.8E-16            3  zcwl96     *
1512  J1908+0500   nft95      0.29102078676            3  cn95       2.5856E-15        18  cn95       *
1513  J1908+0734   nft95      0.212352673319           2  cn95       8.2459E-16         6  cn95       *
1514  J1908+0839   mhl+02     0.185397243919          14  mhl+02     2.3865E-15        14  mhl+02     *
1515  J1908+0909   mhl+02     0.336554651762          16  mhl+02     3.48712E-14        7  mhl+02     *

1516  B1906+09     ht75b      0.83026988471            6  gr78       9.8E-17           14  gr78       *
1517  J1908+2351   lwf+04     0.377578026              1  lwf+04     0.017E-15          1  lwf+04     *
1518  B1907+00     dls73      1.01694836198            4  hlk+04     5.51856E-15       19  hlk+04     *
1519  B1907+02     dls72      0.989831207210           5  hlk+04     5.52533E-15        5  hlk+04     *
1520  J1909+0616   mhl+02     0.75599276085           18  mhl+02     2.058E-14          8  mhl+02     *

1521  J1909+0749   nab+13     0.23716129322            9  nab+13     151.920E-15        9  nab+13     *
1522  J1909+0912   mhl+02     0.222949273318          15  mhl+02     3.5805E-14         5  mhl+02     *
1523  B1907+10     dls73      0.2836413311242          9  ywml10     2.63972E-15        3  ywml10     2.64e-15
1524  J1909+1450   nft95      0.9961077952             4  cn95       2.19E-16          15  cn95       *
1525  J1909+1859   nft95      0.54245109601            4  cn95       9.7E-17            3  cn95       *

1526  J1910-0112   lfl+06     1.3606029280             8  lfl+06     1.8E-16            6  lfl+06     *
1527  J1910+0225   hfs+04     0.337854845269          11  hfs+04     2.623E-16         14  hfs+04     *
1528  B1907-03     mlt+78     0.504604607817          13  hlk+04     2.18734E-15        8  hlk+04     *
1529  B1907+03     mb75       2.33026282052            7  hlk+04     4.4711E-15         5  hlk+04     *
1530  J1910+0534   mhl+02     0.45286735393            9  mhl+02     1.92E-15           4  mhl+02     *

1531  J1910+0714   nft95      2.7124228384             3  cn95       6.122E-15         15  cn95       *
1532  J1910+0728   hfs+04     0.325415321974           3  hfs+04     8.3062E-15         3  hfs+04     *
1533  B1907+12     ht75b      1.441741592612          15  hlk+04     8.22973E-15        7  hlk+04     *
1534  J1910-5959B  dpf+02     0.008357798500844        2  cpl+06     -7.9041E-19        5  cpl+06     *
1535  J1910-5959C  dpf+02     0.0052773269323093      15  cpl+06     2.16E-21           2  cpl+06     -3.07e-23

1536  J1910-5959D  dpf+02     0.009035285247765        4  cpl+06     9.6431E-19         6  cpl+06     *
1537  J1910-5959E  dpf+02     0.004571765939750        2  cpl+06     -4.3435E-19        3  cpl+06     *
1538  J1911+0101B  fhn+05     0.005384325706188        9  fhn+05     -2.0E-21           3  fhn+05     *
1539  J1911+1347   fsk+04     0.0046259624652639      15  lfl+06     1.712E-20         20  lfl+06     *
1540  J1911+1758   nft95      0.46040581878           14  cn95       1.31E-17           5  cn95       *

1541  B1910+10     ht75b      0.409349485862           6  lcx02      1.57620E-14        8  lcx02      *
1542  B1910+20     dls73      2.232969028273           8  hlk+04     1.017751E-14       4  hlk+04     *
1543  J1912+2525   nft95      0.62197624506            6  cn95       2.25E-16           4  cn95       *
1544  B1911-04     lvw69b     0.825935803096           9  hlk+04     4.06801E-15        3  hlk+04     4.07e-15
1545  J1913+0446   kbm+03     1.61612987171           16  kbm+03     2.78904E-13       16  kbm+03     *

1546  J1913+0832   mhl+02     0.134409003575          11  mhl+02     4.5696E-15         8  mhl+02     *
1547  J1913+0904   lfl+06     0.163245785775          11  lfl+06     1.76167E-14        8  lfl+06     *
1548  B1911+09     ht75b      1.24196459936            3  lcx02      4.32E-16           4  lcx02      *
1549  J1913+1000   hfs+04     0.83714819649            5  hfs+04     1.6737E-14         6  hfs+04     *
1550  J1913+1011   mhl+02     0.03590861279827        15  mhl+02     3.36768E-15        6  mhl+02     *

1551  J1913+1145   mhl+02     0.30606864497            3  mhl+02     5.016E-15         11  mhl+02     *
1552  B1911+13     ht74       0.5214727140817         17  hlk+04     8.03532E-16       14  hlk+04     8.02e-16
1553  J1913+3732   bck+13     0.851078948902           7  bck+13     1.3792E-15         7  bck+13     *
1554  J1914+0219   lfl+06     0.457526573507          11  lfl+06     1.0181E-15         4  lfl+06     *
1555  J1914+0631   hfs+04     0.69381120574            5  hfs+04     3.3E-17           13  hfs+04     *

1556  B1911+11     ht75b      0.60099749634            9  gr78       6.555E-16         14  gr78       *
1557  J1915+0227   lfl+06     0.3173062332319         16  lfl+06     2.9898E-16        15  lfl+06     *
1558  J1915+0738   nft95      1.54270444942           10  cn95       3.306E-15          3  cn95       *
1559  J1915+0752   rtj+96     2.05831378861            7  clm+05     0.139E-15          9  clm+05     *
1560  J1915+0838   hfs+04     0.34277679653            4  hfs+04     1.571E-15          4  hfs+04     *

1561  B1913+10     ht75b      0.404547474466           4  ywml10     1.525610E-14      17  ywml10     1.53e-14
1562  J1915+1410   lfl+06     0.297494121670           7  lfl+06     4.89E-17           8  lfl+06     *
1563  B1913+167    ht75b      1.616231495126           8  hlk+04     4.0550E-16         5  hlk+04     *
1564  J1916+0748   rtj+96     0.54175211381           17  clm+05     10.708E-15        17  clm+05     *
1565  J1916+0844   hfs+04     0.439995272067           8  hfs+04     2.9009E-15         4  hfs+04     *

1566  J1916+0852   hfs+04     2.1827459895             6  hfs+04     1.31E-14           3  hfs+04     *
1567  B1914+09     ht74       0.2702544395645          8  hlk+04     2.518463E-15       6  hlk+04     2.52e-15
1568  J1916+1023   hfs+04     1.6183389208             8  hfs+04     6.8E-16           14  hfs+04     *
1569  B1913+105    wol91b     0.62896972129            6  wol91b     3.4E-17            2  wol91b     *
1570  J1916+1225   nab+13     0.227387488792           2  nab+13     23.4516E-15        2  nab+13     *

1571  B1914+13     ht74       0.28184240740            5  hlk+04     3.6491E-15         5  hlk+04     *
1572  J1917+0834   nic99      2.129665364024           4  clm+05     17.4935E-15        2  clm+05     *
1573  B1915+13     smb71      0.194630982798           4  hlk+04     7.19782E-15        3  hlk+04     7.20e-15
1574  J1917+1737   nab+13     0.334725226760           4  nab+13     0.324E-15          1  nab+13     *
1575  B1915+22     sstd86     0.425897254225          11  hlk+04     2.86494E-15        6  hlk+04     *

1576  J1918-1052   lbr+13     0.798692542358          15  lbr+13     8.653E-16         15  lbr+13     *
1577  B1916+14     ht74       1.18102329730            9  hlk+04     2.123644E-13       9  hlk+04     *
1578  J1918+1541   nft95      0.37088299877           19  cn95       2.543E-15         13  cn95       *
1579  B1917+00     dls72      1.27226037471            3  hlk+04     7.66978E-15       17  hlk+04     7.67e-15
1580  J1919+0134   ebvb01     1.60398355528            6  ebvb01     5.89E-16          11  ebvb01     *

1581  J1919+1314   nab+13     0.571399860595           2  nab+13     3.78771E-15        6  nab+13     *
1582  J1919+1645   lcm13      0.562789986697           3  lcm13      0.2161E-15         4  lcm13      *
1583  J1920+1040   hfs+04     2.21580173889           20  hfs+04     6.48E-15           3  hfs+04     *
1584  J1920+1110   mhl+02     0.50988582045            5  mhl+02     1.56E-16          19  mhl+02     *
1585  B1918+26     dtws85     0.785521849527           4  hlk+04     3.436E-17          4  hlk+04     *

1586  J1921+0812   lfl+06     0.2106484121028         14  lfl+06     5.3633E-15         6  lfl+06     *
1587  B1919+14     ht74       0.618182590832          12  hlk+04     5.60066E-15        6  hlk+04     *
1588  J1921+1544   lcm13      0.1435756814094          2  lcm13      0.98036E-15        2  lcm13      *
1589  B1918+19     dls73      0.821035080573           6  hlk+04     8.9551E-16         3  hlk+04     *
1590  B1919+20     ht75b      0.76068138902            1  lcx02      5.0E-17            1  lcx02      *

1591  B1919+21     hbp+68     1.3373021601895          9  hlk+04     1.348207E-15       8  hlk+04     1.35e-15
1592  J1922+1733   lcm13      0.2361708772317          3  lcm13      13.38394E-15       4  lcm13      *
1593  B1920+20     ht75b      1.172763402020          12  hlk+04     6.4875E-16         9  hlk+04     *
1594  B1920+21     dls73      1.07792434298            5  hlk+04     8.1803E-15         5  hlk+04     *
1595  B1921+17     ht75b      0.547209201831           8  lcx02      4.3E-17            1  lcx02      *

1596  J1923+2515   lbr+13     0.00378815551961303     52  lbr+13     9.42E-21          14  lbr+13     7.11e-21
1597  J1924+1631   nab+13     2.9351864592             2  nab+13     364.212E-15        4  nab+13     *
1598  J1924+1639   lcm13      0.1580429177826          2  lcm13      2.56384E-15        1  lcm13      *
1599  B1922+20     ht75b      0.237790138              8  vms83      2.09E-15          12  tml93      *
1600  B1923+04     mlt+78     1.074078173597           4  hlk+04     2.45892E-15        3  hlk+04     *

1601  J1926+0737   emk+10     0.318062050971          12  eklk13     0.375E-15          4  eklk13     *
1602  J1926-1314   rsm+13     4.86428379983           10  rsm+13     3.6440E-14         5  rsm+13     *
1603  B1924+14     ht74       1.324921971385           9  hlk+04     2.1948E-16         6  hlk+04     *
1604  B1924+16     ht74       0.57982281497            4  hlk+04     1.79944E-14        3  hlk+04     1.80e-14
1605  B1924+19     ht75b      1.34601218493            9  lcx02      1.43E-15           1  lcx02      *

1606  J1926+2016   lcm13      0.2990717782966          7  lcm13      3.50084E-15        6  lcm13      *
1607  J1927+0911   lfl+06     0.290305256197           5  lfl+06     6.35E-17           4  lfl+06     *
1608  B1925+18     ht75b      0.482766273821           7  lcx02      1.16E-16           1  lcx02      *
1609  B1925+188    ht75b      0.298313497249           4  lcx02      2.2430E-15         8  lcx02      *
1610  B1925+22     ht75b      1.431066414236          17  gr78       7.71E-16           3  gr78       *

1611  J1928+1746   cfl+06     0.0687304058253          2  nab+13     13.190700E-15      6  nab+13     *
1612  J1928+1923   lcm13      0.817329808312           6  lcm13      6.3495E-15         7  lcm13      *
1613  B1926+18     ht75b      1.22047000453            8  lcx02      2.36E-15           1  lcx02      *
1614  J1929+1955   lcm13      0.2578319398983          3  lcm13      2.55530E-15        3  lcm13      *
1615  J1929+2121   lcm13      0.723598503258           2  lcm13      2.1386E-15         2  lcm13      *

1616  B1927+13     ht75b      0.76003196831            9  gr78       3.661E-15          2  gr78       *
1617  J1930+1852   clb+02     0.136855046957           9  clb+02     7.5057E-13         1  clb+02     *
1618  B1929+15     ht74       0.314355396469           6  lcx02      5.0148E-15         9  lcx02      *
1619  J1931+1952   lcm13      0.501123112694           4  lcm13      0.1008E-15         6  lcm13      *
1620  B1929+10     lvw68      0.226517635038           5  hlk+04     1.157426E-15      16  hlk+04     1.16e-15

1621  B1929+20     ht74       0.268217402985           6  hlk+04     4.21706E-15        4  hlk+04     *
1622  B1930+22     ht75b      0.14446976514            3  hlk+04     5.75717E-14        3  hlk+04     *
1623  J1932-3655   lml+98     0.57142031970           10  dsb+98     2.84E-16           3  dsb+98     *
1624  J1933+0758   rtj+96     0.437454407217           2  clm+05     0.2183E-15         2  clm+05     *
1625  B1930+13     ht75b      0.928323751417           5  lcx02      3.182E-16          7  lcx02      *

1626  B1931+24     stwd85     0.81369030283            7  hlk+04     8.1098E-15         7  hlk+04     *
1627  J1934+2352   nab+13     0.17843152366            2  nab+13     130.699E-15        2  nab+13     *
1628  B1933+16     dl70       0.3587384107696          6  hlk+04     6.0025237E-15     15  hlk+04     6.00e-15
1629  B1933+17     ht75b      0.654408146583           1  lcx02      3.78E-16           2  lcx02      *
1630  J1935+2025   lcm13      0.080118133455           6  lcm13      60.7579E-15        1  lcm13      *

1631  B1933+15     ht74       0.96733836953            3  gr78       4.039E-15          6  gr78       *
1632  J1937+1505   hfs+04     2.8727736506             7  hfs+04     5.6E-15            3  hfs+04     *
1633  B1935+25     dtws85     0.20098020244218        17  hlk+04     6.429167E-16      13  hlk+04     6.42e-16
1634  J1937+2950   jsb+09     1.65742878336            3  jsb+09     3.4811E-15        17  jsb+09     *
1635  J1938+0650   fcwa95     1.121561892              5  lwf+04     5.68E-15           1  lwf+04     *

1636  J1938+2010   nab+13     0.68708185664            2  nab+13     3.399E-15          1  nab+13     *
1637  J1938+2213   cha03      0.1661155731566          6  lcm13      42.4423E-15        5  lcm13      *
1638  B1937+21     bkh+82     0.00155780655654431     10  rhc+15     1.051045E-19       8  rhc+15     1.05e-19
1639  B1937+24     sstd86     0.6453024694             3  hlk+04     1.8271E-14         3  hlk+04     *
1640  J1940+2337   nab+13     0.546824157964           7  nab+13     76.7965E-15        2  nab+13     *

1641  J1941+0121   blr+13     0.217317451828          10  blr+13     1.913E-16          5  blr+13     *
1642  J1941+1026   nft95      0.90539388830            2  cn95       9.962E-16          8  cn95       *
1643  J1941+1341   lfl+06     0.559084099229          13  lfl+06     1.2387E-15        13  lfl+06     *
1644  J1941+2525   nab+13     2.30615269700            2  nab+13     160.8349E-15       5  nab+13     *
1645  B1937-26     mlt+78     0.4028579088754          3  hlk+04     9.561486E-16      18  hlk+04     9.55e-16

1646  B1939+17     ht75b      0.69626221476            2  lcx02      1.01E-16           3  lcx02      *
1647  J1943+0609   ebvb01     0.446226281658           3  ebvb01     4.659E-16          6  ebvb01     *
