#---------------------------------------------------------------------------------------------------------------
#     NAME                    P0                                     P1                               P1_I
#                             (s)
#---------------------------------------------------------------------------------------------------------------
432   J1347-5947   mlc+01     0.609961754304          15  mlc+01     1.4160E-14         7  mlc+01     *
433   J1348-6307   mlc+01     0.9277722389             3  mlc+01     3.79E-15           7  mlc+01     *
434   J1349-6130   mlc+01     0.259362860073           9  mlc+01     5.125E-15          4  mlc+01     *
435   J1350-5115   lml+98     0.29569917630            3  dsb+98     7.526E-16          6  dsb+98     *

436   J1352-6803   ebvb01     0.628902546380          16  ebvb01     1.234E-15          3  ebvb01     *
437   J1354-6249   kbm+03     2.951938334              3  kbm+03     1.48E-14          11  kbm+03     *
438   B1352-51     mlt+78     0.64430109622            8  nmc81      2.813E-15          4  nmc81      *
439   J1355-5747   lfl+06     2.0386738254             4  lfl+06     7.1E-16            9  lfl+06     *
440   J1355-5925   kbm+03     1.21338122674            5  kbm+03     5.986E-15         11  kbm+03     *

441   J1355-6206   kbm+03     0.276603043150          10  kbm+03     3.1E-18            6  kbm+03     *
442   J1356-5521   mld+96     0.507379566696           6  dsb+98     7.2350E-16        10  dsb+98     *
443   J1357-6429   lfl+06     0.166108327507          14  lfl+06     3.601843E-13      14  lfl+06     *
444   B1356-60     mlt+78     0.12750077685            3  nmc81      6.3385E-15        13  nmc81      *
445   J1400-6325   rmg+10     0.0311816011             3  rmg+10     3.890E-14          6  rmg+10     *

446   B1358-63     mlt+78     0.842789632370          14  smd93      1.67258E-14        8  smd93      *
447   J1403-6310   kbm+03     0.39917017693            5  kbm+03     9E-17              2  kbm+03     *
448   J1403-7646   lml+98     1.3061978120             8  ebvb01     1.204E-15         16  ebvb01     *
449   J1405-5641   lfl+06     0.61757468514            4  lfl+06     1.198E-15         12  lfl+06     *
450   J1406-5806   kbm+03     0.28834924425            5  kbm+03     6.11E-16          10  kbm+03     *

451   J1406-6121   mlc+01     0.213074653776          14  mlc+01     5.4701E-14         3  mlc+01     *
452   J1407-6048   mlc+01     0.49234420664            5  mlc+01     3.156E-15          8  mlc+01     *
453   J1407-6153   mlc+01     0.7016149492             3  mlc+01     8.85E-15           7  mlc+01     *
454   J1409-6953   bbb+12     0.5285907792             3  bbb+12     0.84E-15           1  bbb+12     *
455   J1410-6132   ojk+08     0.0500519462             0  ojk+08     32E-15             0  ojk+08     *

456   J1410-7404   eb01b      0.2787294436271         15  eb01b      6.74E-18           9  eb01b      *
457   J1412-6111   mlc+01     0.52915639797            4  mlc+01     1.91E-15           3  mlc+01     *
458   J1412-6145   mlc+01     0.315224970657          12  mlc+01     9.86598E-14       13  mlc+01     *
459   J1413-6141   kbm+03     0.28562462018           16  kbm+03     3.3344E-13        15  kbm+03     *
460   J1413-6222   mlc+01     0.29240770249            3  mlc+01     2.229E-15          6  mlc+01     *

461   B1409-62     jlm+92     0.394945790784           2  jml+95     7.4343E-15         2  jml+95     *
462   J1414-6802   ebvb01     4.6301880619             4  ebvb01     6.39E-15           7  ebvb01     *
463   J1415-6621   ebvb01     0.39247897310            5  hfs+04     5.800E-16         10  hfs+04     *
464   J1416-5033   bbb+12     0.794882546              2  bbb+12     0.12E-15           5  bbb+12     *
465   J1416-6037   mlc+01     0.29558048193            3  mlc+01     4.280E-15         15  mlc+01     *

466   J1418-3921   mld+96     1.09680600340            2  dsb+98     8.892E-16          3  dsb+98     *
467   J1418-5945   kbm+03     1.6725956812             3  kbm+03     2.71E-16          17  kbm+03     *
468   B1417-54     mlt+78     0.9357719221             3  nmc81      2.37E-16          12  nmc81      *
469   J1420-6048   dkm+01     0.06817987659            2  dkm+01     8.3167E-14         3  dkm+01     *
470   J1423-6953   ebvb01     0.333410710172           3  jbo+09     1.45130E-15        6  jbo+09     *

471   J1424-5556   hfs+04     0.770374845874          18  hfs+04     7.80E-16           3  hfs+04     *
472   J1424-5822   kbm+03     0.366734060217           6  kbm+03     3.943E-15          3  kbm+03     *
473   J1424-6438   kbm+03     1.02350369913            9  kbm+03     2.4E-16            7  kbm+03     *
474   J1425-5723   kbm+03     0.35326292024            8  kbm+03     2.2E-17            2  kbm+03     *
475   J1425-5759   kbm+03     0.70786760576            4  kbm+03     7.42E-16          16  kbm+03     *

476   J1425-6210   mlc+01     0.50173030987            8  mlc+01     4.8E-16            4  mlc+01     *
477   J1427-4158   jbo+09     0.586485556229          18  jbo+09     0.6212E-15         7  jbo+09     *
478   B1424-55     mlt+78     0.570290462862           7  smd93      2.0805E-15         4  smd93      *
479   J1429-5935   mlc+01     0.76391483053            8  mlc+01     4.2751E-14         9  mlc+01     *
480   B1426-66     lvw68      0.785440757324           8  smd93      2.7695E-15         5  smd93      2.76e-15

481   J1432-5032   kjv+10     2.0349894792             3  bbb+12     5.924E-15          8  bbb+12     *
482   J1433-6038   kel+09     1.9544296353             5  kel+09     5.63E-15           4  kel+09     *
483   J1434-6006   kbm+03     0.30636786268            4  kbm+03     3.020E-15         17  kbm+03     *
484   J1434-6029   mlc+01     0.96334832315           16  mlc+01     1.03E-15           8  mlc+01     *
485   J1434+7257   slr+14     0.04174114783993         3  slr+14     5.50E-19           1  slr+14     *

486   J1435-5954   hfs+04     0.472995435514          16  hfs+04     1.5433E-15         7  hfs+04     *
487   J1437-5959   cng+09     0.0616961234035          9  cng+09     8.5870E-15         5  cng+09     *
488   J1437-6146   hfs+04     0.46761632345            7  hfs+04     6.3304E-15         9  hfs+04     *
489   B1436-63     mlt+78     0.45960536385            3  nmc81      1.1201E-15        11  nmc81      *
490   J1441-6137   kbm+03     1.17584002290           10  kbm+03     3.6E-16            5  kbm+03     *

491   J1443-5122   kjv+10     0.7320612647             5  bbb+12     0.338E-15          9  bbb+12     *
492   J1444-5941   mlc+01     2.7602279448             6  mlc+01     8.2E-15            3  mlc+01     *
493   J1449-5846   kbm+03     0.463329577191          18  kbm+03     8.6E-17            9  kbm+03     *
494   J1452-5851   mlc+01     0.38662501748            3  mlc+01     5.0706E-14        18  mlc+01     *
495   J1452-6036   kbm+03     0.1549913579183          8  kbm+03     1.44989E-15       10  kbm+03     *

496   J1453+1902   lmcs07     0.0057923027349664       4  lmcs07     1.162E-20          3  lmcs07     1.09e-20
497   B1449-64     lvw69a     0.1794847539641         11  smd93      2.74610E-15        7  smd93      2.75e-15
498   B1451-68     lvw68      0.2633768148933         19  smd93      9.826E-17         13  smd93      9.78e-17
499   B1454-51     mlt+78     1.7483010801             7  nmc81      5.29E-15           3  nmc81      *
500   J1457-5900   kbm+03     1.4986374368             4  kbm+03     3.66E-15           7  kbm+03     *

501   J1457-5902   kbm+03     0.39073936418            5  kbm+03     1.2306E-14        14  kbm+03     *
502   J1501-0046   lbr+13     0.4640368139284         82  lbr+13     2.391E-16         60  lbr+13     *
503   J1501-5637   kbm+03     0.7829485661             3  kbm+03     1.7E-16            8  kbm+03     *
504   J1502-5653   hfs+04     0.535504397790           3  hfs+04     1.8286E-15         3  hfs+04     *
505   J1502-5828   kbm+03     0.66810515091           14  kbm+03     3.640E-14          8  kbm+03     *

506   J1502-6128   kbm+03     0.84210384000            3  kbm+03     1.348E-15          7  kbm+03     *
507   J1503+2111   clm+05     3.31400150122           12  clm+05     0.14E-15           2  clm+05     *
508   J1504-5621   kbm+03     0.41298519981            3  kbm+03     5.529E-15         12  kbm+03     *
509   B1503-51     mlt+78     0.840738545              3  nmc81      6.37E-15          14  nmc81      *
510   B1504-43     mlt+78     0.28675704522            3  nmc81      1.6045E-15        12  nmc81      *

511   B1503-66     mlt+78     0.35565490117            6  nmc81      1.157E-15          3  nmc81      *
512   B1508+55     htg+68     0.739681922904           4  hlk+04     4.99821E-15        4  hlk+04     4.96e-15
513   J1509-5850   kbm+03     0.088921760489           3  kbm+03     9.1698E-15         7  kbm+03     *
514   J1509-6015   kbm+03     0.33903844870            4  kbm+03     2.121E-15         12  kbm+03     *
515   B1507-44     mlt+78     0.9438712975            11  nmc81      6.1E-16            4  nmc81      *

516   J1511-5414   kbm+03     0.2003836959221         17  kbm+03     4.848E-16          3  kbm+03     *
517   J1511-5835   kbm+03     0.30151055002            4  kbm+03     3.44E-16          19  kbm+03     *
518   J1512-5431   kbm+03     2.0405315742             3  kbm+03     1.92E-15           6  kbm+03     *
519   B1508-57     jlm+92     0.128694148448           2  jml+95     6.85121E-15        6  jml+95     *
520   J1513-5739   mlc+01     0.97345803480            9  mlc+01     2.755E-14          4  mlc+01     *

521   B1509-58     sh82       0.15125125831483         7  lk11       1.5314675176E-12    14  lk11       *
522   B1510-48     mlt+78     0.45483920949            9  nmc81      9.25E-16           4  nmc81      *
523   J1514-5925   kbm+03     0.148796488226           5  kbm+03     2.8829E-15         7  kbm+03     *
524   J1515-5720   kbm+03     0.28664619650            4  kbm+03     6.098E-15          8  kbm+03     *
525   J1517-4356   ebvb01     0.650836871901           6  ebvb01     2.155E-16          6  ebvb01     *

526   J1517-4636   kjv+10     0.88661249686            5  bbb+12     2.098E-15          2  bbb+12     *
527   B1516+02A    wakp89     0.005553592524205        2  awkp97     4.122E-20          6  awkp97     *
528   J1518-0627   lbr+13     0.7949966745699         78  lbr+13     4.179E-16         56  lbr+13     *
529   J1518-5415   kel+09     0.214924800284           6  kel+09     0.0406E-15        14  kel+09     *
530   J1519-5734   lfl+06     0.51875778474            3  lfl+06     4.273E-15          5  lfl+06     *

531   J1519-6106   lfl+06     2.15430706064           14  lfl+06     8.372E-15         19  lfl+06     *
532   J1519-6308   hfs+04     1.25405163056           10  hfs+04     5.96E-15           5  hfs+04     *
533   J1522-5525   kbm+03     1.3896046876            16  kbm+03     3.30E-15           8  kbm+03     *
534   B1518-58     jlm+92     0.395352859901           3  jml+95     2.0035E-15         2  jml+95     *
535   J1524-5625   kbm+03     0.078218548881           5  kbm+03     3.895005E-14      19  kbm+03     *

536   J1524-5706   kbm+03     1.11604861927            8  kbm+03     3.5647E-13         5  kbm+03     *
537   J1524-5819   kel+09     0.96104262694           10  kel+09     126.016E-15       10  kel+09     *
538   J1525-5417   kbm+03     1.01169421772            7  kbm+03     1.6174E-14        14  kbm+03     *
539   J1525-5523   ncb+15     0.3551560369998         16  ncb+15     8.96E-18           7  ncb+15     *
540   J1525-5605   kbm+03     0.28034866206            4  kbm+03     1.16E-16           7  kbm+03     *

541   J1526-5633   kbm+03     0.30188789663            5  kbm+03     1.23E-16          17  kbm+03     *
542   B1524-39     mlt+78     2.4175822701             9  nmc81      1.907E-14          4  nmc81      *
543   B1523-55     mlt+78     1.0487048866             6  nmc81      1.128E-14          3  nmc81      *
544   J1528-4109   ebvb01     0.526556139140           4  ebvb01     3.955E-16          4  ebvb01     *
545   J1528-5547   ncb+15     3.4673015170            17  ncb+15     7750E-18          20  ncb+15     *

546   J1529-5355   kbm+03     0.8912645399             4  kbm+03     8.1E-16            4  kbm+03     *
547   J1529-5611   kbm+03     0.8222487311             5  kbm+03     4.1E-15            3  kbm+03     *
548   J1530-5327   mlc+01     0.278956721152          15  mlc+01     4.683E-15          4  mlc+01     *
549   J1531-4012   ebvb01     0.356849312855           6  ebvb01     9.63E-17           6  ebvb01     *
550   J1531-5610   kbm+03     0.0842016828855          8  kbm+03     1.37406E-14        3  kbm+03     *

551   B1530+27     dth78      1.124835742767           7  hlk+04     7.7956E-16         6  hlk+04     *
552   J1532-5308   kbm+03     0.44382460830            4  kbm+03     6.5E-17            6  kbm+03     *
553   J1534-4428   bbb+12     1.2214259588             3  bbb+12     0.18E-15           2  bbb+12     *
554   B1530-53     lvw68      1.36888090921            2  smd93      1.4260E-15        18  smd93      *
555   B1530-539    jlm+92     0.289688895200           6  jml+95     1.5429E-15         4  jml+95     *

556   J1535-4114   ebvb01     0.432866133845           6  ebvb01     4.0705E-15         6  ebvb01     *
557   J1535-4415   ebvb01     0.46840160422            3  jbo+09     0.0405E-15         9  jbo+09     *
558   J1535-5450   kbm+03     0.56673415672            4  kbm+03     1.4338E-14        10  kbm+03     *
559   J1535-5848   kbm+03     0.307177662775           7  kbm+03     2.716E-15          3  kbm+03     *
560   J1536-3602   jbo+09     1.31975904174            5  jbo+09     0.7900E-15        19  jbo+09     *

561   J1536-5433   mlc+01     0.8814384311             3  mlc+01     1.91E-15           8  mlc+01     *
562   J1536-5907   kel+09     0.55784066031            3  kel+09     1.366E-15          7  kel+09     *
563   J1537-4912   ebvb01     0.30131077523            8  jbo+09     1.932E-15          2  jbo+09     *
564   J1537-5153   kbm+03     1.52812410566           12  kbm+03     4.172E-15         12  kbm+03     *
565   J1537-5645   mlc+01     0.43046412386           15  mlc+01     2.78E-15           6  mlc+01     *

566   J1538-5438   mlc+01     0.27672613726            5  mlc+01     1.42E-15           3  mlc+01     *
567   J1538-5519   kel+09     0.39573063893            8  kel+09     0.041E-15         15  kel+09     *
568   J1538-5551   hfs+04     0.104674920844           4  hfs+04     3.2082E-15         4  hfs+04     *
569   J1538-5621   ncb+15     1.90849449143            2  ncb+15     7311.8E-18         7  ncb+15     *
570   J1538-5638   kbm+03     0.84398039688           14  kbm+03     7.12E-15           8  kbm+03     *

571   J1538-5732   lfl+06     0.341212811806           6  lfl+06     4.5498E-15         6  lfl+06     *
572   J1538-5750   kbm+03     0.506568335296          18  kbm+03     4.2E-17            3  kbm+03     *
573   J1539-4828   ekl09      1.27284159978           14  eklk13     1.267E-15          2  eklk13     *
574   J1539-5521   kbm+03     1.00495831813            8  kbm+03     7.28E-16           8  kbm+03     *
575   B1535-56     jlm+92     0.24339220040            2  jml+95     4.8493E-15         7  jml+95     *

576   J1539-6322   ebvb01     1.63084630957            3  jbo+09     0.2016E-15         6  jbo+09     *
577   J1540-5736   mlc+01     0.61291628569            8  mlc+01     4.2E-16            3  mlc+01     *
578   J1541-5535   kbm+03     0.29583755345            9  kbm+03     7.502E-14          3  kbm+03     *
579   J1542-5034   mld+96     0.5992450364             1  dsb+98     3.968E-15          3  dsb+98     *
580   J1542-5133   hfs+04     1.7838649877             3  hfs+04     5.9E-16            6  hfs+04     *

581   J1542-5303   kbm+03     1.20756776526            6  kbm+03     7.780E-14          3  kbm+03     *
582   B1540-06     mlt+78     0.709064069786           4  hlk+04     8.7954E-16         4  hlk+04     8.79e-16
583   B1541+09     ls69       0.748448416229           6  hlk+04     4.3248E-16         4  hlk+04     4.32e-16
584   J1543-5013   kbm+03     0.6442550645             6  kbm+03     1.0132E-14        17  kbm+03     *
585   J1543-5459   mlc+01     0.37711856263            3  mlc+01     5.2018E-14         9  mlc+01     *

586   B1541-52     mlt+78     0.178553799688          14  nmc81      6.07E-17           7  nmc81      *
587   J1546-5302   kbm+03     0.58083988615            4  kbm+03     1.180E-14          3  kbm+03     *
588   J1547-0944   lbr+13     1.576924632943          44  lbr+13     2.938E-15         36  lbr+13     *
589   J1547-5750   hfs+04     0.64719774666            6  hfs+04     2.6E-17            5  hfs+04     *
590   J1547-5839   kbm+03     0.242190323768          10  kbm+03     5.94E-16           3  kbm+03     *

591   J1548-4821   kbm+03     0.14565471947            3  kbm+03     8E-19             11  kbm+03     *
592   J1548-4927   kbm+03     0.602738077704          19  kbm+03     4.047E-15          3  kbm+03     *
593   J1548-5607   mlc+01     0.170933992695           5  mlc+01     1.0736E-14         3  mlc+01     *
594   J1549+2113   fcwa95     1.262471311613           5  lxf+05     0.8541E-15         8  lxf+05     *
595   J1549-4848   mld+96     0.288346763122           2  dsb+98     1.410892E-14       3  dsb+98     *

596   J1549-5722   kbm+03     0.49777239400            8  kbm+03     4.7E-17           10  kbm+03     *
597   J1550-5242   kbm+03     0.74965894957            4  kbm+03     1.7774E-14         6  kbm+03     *
598   J1550-5317   kbm+03     1.42112434544           13  kbm+03     9.35E-16          11  kbm+03     *
599   J1551-4424   bbb+12     0.6740603610             2  bbb+12     0.188E-15          8  bbb+12     *
600   J1551-5310   hfs+04     0.453394164640          11  hfs+04     1.951299E-13       9  hfs+04     *

601   J1552-4937   fsk+04     0.0062843113814174      12  lem+15     1.900E-20          4  lem+15     9.87e-21
602   B1550-54     mlt+78     1.0813282469            15  nmc81      1.565E-14          6  nmc81      *
603   J1554-5512   kbm+03     3.418039313              3  kbm+03     3.12E-14          10  kbm+03     *
604   J1555-0515   blr+13     0.97540989108            5  blr+13     2.054E-15          2  blr+13     *
605   B1552-23     mlt+78     0.5325777412091         18  hlk+04     6.93702E-16       15  hlk+04     *

606   B1552-31     mlt+78     0.5181097798008          9  hlk+04     6.2232E-17         9  hlk+04     *
607   J1556-5358   kbm+03     0.99468068673           14  kbm+03     1.042E-14          8  kbm+03     *
608   J1557-4258   mld+96     0.329186857758           2  dsb+98     3.3012E-16         2  dsb+98     *
609   J1558-5419   mlc+01     0.59457526355           15  mlc+01     6.04E-15           6  mlc+01     *
610   J1558-5756   lfl+06     1.12234168628            3  lfl+06     1.86406E-13        4  lfl+06     *

611   B1556-44     vl72       0.2570560976508         11  smd93      1.01916E-15        8  smd93      1.02e-15
612   B1555-55     mlt+78     0.9572424424             4  nmc81      2.0479E-14        14  nmc81      *
613   B1557-50     kac+73     0.1926012327811          7  cuo03      5.062326E-15       8  cuo03      *
614   B1556-57     mlt+78     0.194454482247           8  smd93      2.1252E-15         4  smd93      *
615   J1600-5916   lfl+06     1.2476661740             3  lfl+06     8.9E-16            7  lfl+06     *

616   J1601-5244   mlc+01     2.559356631              7  mlc+01     7.2E-16           14  mlc+01     *
617   J1601-5335   mlc+01     0.288456511543          16  mlc+01     6.2371E-14         6  mlc+01     *
618   J1602-4957   kbm+03     0.81999003685           14  kbm+03     1.594E-14          3  kbm+03     *
619   B1558-50     kac+73     0.86422735995            5  dmk+93     6.9580E-14         3  dmk+93     *
620   J1603-2531   mld+96     0.283070376692          13  hlk+04     1.59223E-15       11  hlk+04     *

621   B1600-27     mlt+78     0.778313192792           4  hlk+04     3.00939E-15        3  hlk+04     *
622   J1603-3539   ebvb01     0.1419085889640          9  ebvb01     1.2425E-16        17  ebvb01     *
623   J1603-5657   lml+98     0.49607711306            9  dsb+98     2.795E-15          3  dsb+98     *
624   J1604-4718   lfl+06     0.527465874211          20  lfl+06     4.961E-15          9  lfl+06     *
625   B1600-49     mlt+78     0.327417572788          13  smd93      1.0194E-15        11  smd93      1.02e-15

626   J1604-7203   lml+98     0.341402932218           4  dsb+98     8.40E-17           2  dsb+98     *
627   J1605-5215   mlc+01     1.0136087473             5  mlc+01     4.75E-15          11  mlc+01     *
628   B1601-52     kac+73     0.6580131007             5  nmc81      2.56E-16          19  nmc81      *
629   B1604-00     vl70       0.42181623358258        13  hlk+04     3.060926E-16       6  hlk+04     3.06e-16
630   J1607-5140   mlc+01     0.34272279247            9  mlc+01     2.54E-15           4  mlc+01     *

631   J1607-6449   bbb+12     0.298116357616           9  bbb+12     0.0249E-15         3  bbb+12     *
632   J1609-1930   jbo+09     1.55791724762            7  jbo+09     0.509E-15          3  jbo+09     *
633   J1609-4616   hfs+04     0.249608954839           5  hfs+04     5.01E-16           4  hfs+04     *
634   J1609-5158   mlc+01     1.2794023539             7  mlc+01     1.296E-14         10  mlc+01     *
635   B1607-13     dtws85     1.018392746362          11  hlk+04     2.2984E-16         9  hlk+04     *

636   J1610-5006   mlc+01     0.48111885215            5  mlc+01     1.3625E-14        10  mlc+01     *
637   J1610-5303   kbm+03     0.78646802352            9  kbm+03     2.615E-15         12  kbm+03     *
638   J1611-4811   kbm+03     1.296850239              3  kbm+03     1.95E-15          14  kbm+03     *
639   J1611-4949   mlc+01     0.66643792285            8  mlc+01     5.4E-16            3  mlc+01     *
640   B1607-52     jlm+92     0.182491659288           4  jml+95     5.1658E-15         3  jml+95     *

641   J1611-5847   lfl+06     0.3545503166464         18  lfl+06     2.0E-18            4  lfl+06     *
642   J1612+2008   blr+13     0.4266459810253         12  blr+13     3.727E-17         15  blr+13     *
643   J1612-2408   jbo+09     0.92383371069            3  jbo+09     1.5736E-15        12  jbo+09     *
644   J1612-5136   kbm+03     0.48331051132           12  kbm+03     3.784E-15         12  kbm+03     *
645   J1612-5805   kjv+10     0.61552045802            3  bbb+12     0.9347E-15         9  bbb+12     *

646   B1609-47     mlt+78     0.38237595278            5  nmc81      6.32E-16           2  nmc81      *
647   J1613-5211   mlc+01     0.45750181782            7  mlc+01     1.9231E-14        17  mlc+01     *
648   J1613-5234   mlc+01     0.65522059567           18  mlc+01     6.629E-15         18  mlc+01     *
649   B1612+07     mlt+78     1.206801436397           5  hlk+04     2.35957E-15        3  hlk+04     *
650   J1614-3937   mld+96     0.407292274238           6  dsb+98     1.5851E-16        10  dsb+98     *

651   B1610-50     jlm+92     0.23169383623            8  wmp+00     4.94943E-13       17  wmp+00     *
652   J1614-5144   kbm+03     1.5340081422             5  kbm+03     7.44E-15           5  kbm+03     *
653   J1614-5402   kbm+03     0.57259227192            6  kbm+03     2.9E-17            8  kbm+03     *
654   B1612-29     mlt+78     2.47756787384            5  hlk+04     1.58437E-15       19  hlk+04     *
655   J1615-5444   kbm+03     0.360957675308           4  kbm+03     3.377E-16          7  kbm+03     *

656   B1611-55     jlm+92     0.79152571562            2  jml+95     1.9993E-15         8  jml+95     *
657   J1616-5017   ncb+15     0.491384121830          13  ncb+15     46592E-18          3  ncb+15     *
658   J1616-5109   mlc+01     1.2195938825             8  mlc+01     1.908E-14          9  mlc+01     *
659   J1616-5208   mlc+01     1.0258308926             4  mlc+01     2.891E-14         10  mlc+01     *
660   J1617-4216   ebvb01     3.42846630955           13  ebvb01     1.8129E-14        15  ebvb01     *

661   J1617-4608   lfl+06     0.567080221721          10  lfl+06     1.64665E-14       10  lfl+06     *
662   J1617-5055   kcm+98     0.069356847              3  kcm+98     1.351E-13          2  kcm+98     *
663   J1618-4723   kbm+03     0.20355287786            5  kbm+03     1.9926E-15         8  kbm+03     *
664   J1620-5414   hfs+04     1.15636028782            9  hfs+04     6.7E-17            3  hfs+04     *
665   J1621-5039   mlc+01     1.08401994353           16  mlc+01     1.303E-14          5  mlc+01     *

666   J1621-5243   kbm+03     0.37192413884            6  kbm+03     7.68E-16          16  kbm+03     *
667   J1622-3751   bbb+12     0.7314627228             5  bbb+12     2.57E-15           1  bbb+12     *
668   J1622-4332   lml+98     0.91693752262            2  dsb+98     1.5649E-15         4  dsb+98     *
669   J1622-4347   lfl+06     0.457681471040           9  lfl+06     5.051E-15          4  lfl+06     *
670   J1622-4802   mlc+01     0.26507223569            3  mlc+01     3.07E-16          15  mlc+01     *

671   J1622-4845   ncb+15     0.73509164794            8  ncb+15     110E-18           20  ncb+15     *
672   J1622-4944   mlc+01     1.0729678942             3  mlc+01     1.708E-14          7  mlc+01     *
673   J1623-0841   blr+13     0.503014997755          14  blr+13     1.958E-15          3  blr+13     *
674   B1620-09     mlt+78     1.2764458195155         17  hlk+04     2.580711E-15      10  hlk+04     *
675   B1620-42     mlt+78     0.3645903553             4  nmc81      1.022E-15         14  nmc81      *

676   J1623-4949   mlc+01     0.72573215540            9  mlc+01     4.209E-14          4  mlc+01     *
677   J1624-4411   lfl+06     0.233164076390           4  lfl+06     7.992E-16          8  lfl+06     *
678   J1624-4613   lfl+06     0.8712426056             4  lfl+06     6.1E-17           61  lfl+06     *
679   J1624-4721   kbm+03     0.44872324857            7  kbm+03     4.148E-15          9  kbm+03     *
680   J1625-4048   mld+96     2.3552781933             2  dsb+98     4.43E-16           3  dsb+98     *

681   J1625-4904   mlc+01     0.46033949229            7  mlc+01     1.6762E-14        20  mlc+01     *
682   J1625-4913   kjv+10     0.35585626277            5  bbb+12     6.647E-15          1  bbb+12     *
683   J1626-4537   kbm+03     0.370141128114           9  kbm+03     8.2788E-15        11  kbm+03     *
684   J1626-4807   mlc+01     0.29392818864            7  mlc+01     1.7476E-14        12  mlc+01     *
685   J1626-6621   bbb+12     0.45086776633            1  bbb+12     0.7664E-15         5  bbb+12     *

686   J1627+1419   fcwa95     0.490856730096           2  fcwa95     3.93E-16           3  fcwa95     *
687   J1627-4706   lfl+06     0.140745806053           6  lfl+06     1.7305E-15         6  lfl+06     *
688   J1627-4845   kmj+96     0.612330650088           9  kmj+96     3.641E-15         10  kmj+96     *
689   J1627-5547   kbm+03     0.35246421320            7  kbm+03     7.38E-16           2  kbm+03     *
690   J1627-5936   kjv+10     0.35423394051            6  bbb+12     0.008E-15          3  bbb+12     *

691   J1628-4804   mlc+01     0.86597096270           12  mlc+01     1.24E-15           4  mlc+01     *
692   J1628-4828   kbm+03     4.1375385239            16  kbm+03     1.753E-14         18  kbm+03     *
693   J1629-3636   bbb+12     2.988192686              9  bbb+12     7.0E-15            1  bbb+12     *
694   J1629-6902   eb01b      0.0060006034432179      19  eb01b      1.00E-20           3  eb01b      *
695   J1630-4719   kbm+03     0.55907133302            4  kbm+03     1.4178E-14        19  kbm+03     *

696   B1626-47     jlm+92     0.57597141155            2  jml+95     2.2287E-14         2  jml+95     *
697   J1631-1612   rsm+13     0.67768391249            4  rsm+13     1.096E-15          4  rsm+13     *
698   J1631-4155   lfl+06     0.55124125377            4  lfl+06     8.8E-18           73  lfl+06     *
699   J1632-1013   crh+06a    0.71763732795            2  crh+06a    0.066E-15          1  crh+06a    *
700   J1632-4509   hfs+04     1.0468098769             4  hfs+04     1.488E-14          9  hfs+04     *

701   J1632-4621   mlc+01     1.70915449528            4  mlc+01     7.602E-14          3  mlc+01     *
702   J1632-4757   hfs+04     0.228564097816          10  hfs+04     1.50749E-14       10  hfs+04     *
703   J1632-4818   mlc+01     0.81345283358            7  mlc+01     6.50425E-13        3  mlc+01     *
704   J1633-2009   blr+13     0.93555704483            6  blr+13     1.070E-15          3  blr+13     *
705   B1630-44     jlm+92     0.436506697158           4  jml+95     6.2026E-15         2  jml+95     *

706   J1633-4805   kbm+03     0.71083007880           16  kbm+03     7.6893E-14        16  kbm+03     *
707   B1629-50     jlm+92     0.352142380018           3  jml+95     3.7877E-15         2  jml+95     *
708   J1634-5107   lfl+06     0.507356002674          13  yws+15     1.57450E-15       13  yws+15     *
709   J1634-5640   bbb+12     0.22420119106            8  bbb+12     0.041E-15          2  bbb+12     *
710   J1635-1511   jbo+09     1.17938703902            8  jbo+09     0.232E-15          4  jbo+09     *

711   B1633+24     skk+80     0.4905065128003         17  hlk+04     1.19317E-16       10  hlk+04     *
712   J1635-4513   kbm+03     1.5947455499             8  kbm+03     3.6E-15            3  kbm+03     *
713   J1635-4944   kbm+03     0.67196419932            9  kbm+03     8.79E-15           3  kbm+03     *
714   B1630-59     mlt+78     0.52912125685           11  nmc81      1.368E-15          5  nmc81      *
715   J1636-4440   kel+09     0.20664850874            3  kel+09     46.715E-15         4  kel+09     *

716   J1636-4803   kbm+03     1.2046438889             3  kbm+03     2.071E-14         15  kbm+03     *
717   J1636-4933   kbm+03     0.43036655800            4  kbm+03     1.506E-15         13  kbm+03     *
718   J1637-4335   kbm+03     0.77136654042           18  kbm+03     3.62E-15           3  kbm+03     *
719   J1637-4450   lfl+06     0.252869846841          20  lfl+06     5.755E-16         20  lfl+06     *
720   B1634-45     jlm+92     0.1187713928329          5  jml+95     3.18790E-15        5  jml+95     *

721   J1637-4642   kbm+03     0.154027427712          10  kbm+03     5.9204E-14         8  kbm+03     *
722   J1637-4721   kbm+03     1.16574138660           20  kbm+03     4.44E-15          13  kbm+03     *
723   J1637-4816   kel+09     0.8373653018             3  kel+09     5.834E-15         15  kel+09     *
724   J1638-3815   lfl+06     0.69826060054           20  lfl+06     7.7E-17            3  lfl+06     *
725   J1638-3951   eklk13     0.77113024025            8  eklk13     0.59E-15           4  eklk13     *

726   J1638-4344   kbm+03     1.12194419355            7  kbm+03     2.5E-17           16  kbm+03     *
727   J1638-4417   hfs+04     0.1178015507206          9  hfs+04     1.60526E-15       12  hfs+04     *
